Settings used

alignment         : ./mafft-nexus-trimmed-100p-raxml.phylip
branchlengths     : linked
models            : GTR, GTR+G, GTR+I+G
model_selection   : aicc
search            : rcluster
weights           : rate = 1, base = 0, model = 0, alpha = 0
rcluster-percent  : 10.0
rcluster-max      : 100


Best partitioning scheme

Scheme Name       : step_79
Scheme lnL        : -981604.9950866699
Scheme AICc       : 1972809.55153
Number of params  : 4734
Number of sites   : 345496
Number of subsets : 472

Subset | Best Model | # sites    | subset id                        | Partition names                                                                                     
281    | GTR        | 406        | 552b56ad09e18c270f78f41768670ae3 | uce-585                                                                                             
282    | GTR+G      | 499        | 22e39e41a680a0918dbae1c13d3a1902 | uce-590                                                                                             
283    | GTR+G      | 504        | f19ced2d25e03ea8095d9cc4a4e14d05 | uce-591                                                                                             
284    | GTR+G      | 869        | 11be044dc9f0fe2541d40b72bb38c9c1 | uce-593                                                                                             
285    | GTR+G      | 512        | e4cb27879b6831b83b9ab66b9102518d | uce-596                                                                                             
286    | GTR+G      | 604        | 63899f8041bead56335be4a1cf503b2c | uce-597                                                                                             
287    | GTR+I+G    | 625        | 19de22d7596d7b4a3c84ba0d658aef4e | uce-598                                                                                             
288    | GTR        | 1035       | 95342bbe5b66122c7ae471c718cda756 | uce-599                                                                                             
289    | GTR+G      | 299        | 385cfbbbf396ffbfa6cc3562b6708100 | uce-60                                                                                              
290    | GTR+G      | 651        | f3d15412f5132a7ffdfe6b2d53917ba3 | uce-600                                                                                             
291    | GTR+G      | 473        | c0d234245d7da93c4d1fc6cd8c29455e | uce-601                                                                                             
292    | GTR+I+G    | 413        | cd69a5ccbebd04d13429e7d70d6ded7c | uce-603                                                                                             
293    | GTR+G      | 690        | 0490c19cf1d87a7305534b80984352ca | uce-607                                                                                             
294    | GTR+G      | 2812       | a0fa4452eb29c9f2b81b08b950b10e47 | uce-609, uce-817                                                                                    
295    | GTR+G      | 453        | bed8751aa685cfc7b0f8f796d3236e76 | uce-610                                                                                             
296    | GTR        | 758        | d2bad347efae8f97a60c8dfa22d7cf10 | uce-611                                                                                             
297    | GTR+G      | 1139       | 44edf8cb72dd4652e16c679c1cc8a05b | uce-613                                                                                             
298    | GTR+G      | 2019       | 5f79d1e4e4c0a9e799d6b1beab3252eb | uce-614                                                                                             
299    | GTR+I+G    | 268        | 830adbe99a53aa394507e41b1e9b18fe | uce-617                                                                                             
300    | GTR+G      | 371        | b07355298477cf91b03e24a0265e87ac | uce-62                                                                                              
301    | GTR        | 505        | d04426c166413450f5f1edc66de7b894 | uce-620                                                                                             
302    | GTR+G      | 609        | 45c9ad7598a9fcc55360910520880090 | uce-621                                                                                             
303    | GTR        | 769        | 420577b2f2917f59ff30f3dc77520830 | uce-623                                                                                             
304    | GTR        | 494        | 51e84abd632678ea0ddc43b6c8eca6fa | uce-624                                                                                             
305    | GTR+G      | 1405       | af4e326d5939a67678c5928ec8aa5056 | uce-625                                                                                             
306    | GTR        | 702        | acc91b0c306f887c77facbba7bee924a | uce-630                                                                                             
307    | GTR+I+G    | 1013       | 6da0a6dcf9b3a5f8fbd020c0b983f79a | uce-633                                                                                             
308    | GTR+G      | 642        | 8c58c76d0e6bd9d1f857bb37c9ce08bf | uce-635                                                                                             
309    | GTR+G      | 814        | 475f375838b0a5151f7bd8d2c84440ad | uce-637, uce-687                                                                                    
310    | GTR+G      | 984        | 5450b24491d6915ba9a8282ad563e9b5 | uce-639, uce-931                                                                                    
311    | GTR        | 859        | 97d6161e33191e1f8a4eeeb3950bef2f | uce-64                                                                                              
312    | GTR+I+G    | 603        | 5ab16c8bf70ab66c2da7ddef4aa0526a | uce-645                                                                                             
313    | GTR+G      | 325        | 2e11a2311ed2f0953809325c9253179d | uce-648                                                                                             
314    | GTR+G      | 344        | 195b8d95351d62c449c22d6ba6809ac9 | uce-649                                                                                             
315    | GTR+G      | 659        | 1a4a5a408688c216c772b861f01f1232 | uce-65                                                                                              
316    | GTR        | 927        | db9823bc95b75c7d9d95ae173aff3e01 | uce-651                                                                                             
317    | GTR+G      | 597        | 96cd67ceed663d8f65e342fdb7e02bfa | uce-652                                                                                             
318    | GTR+G      | 370        | b544570b6eebceb2723b05ace69c30a3 | uce-653                                                                                             
319    | GTR+G      | 579        | 6bdec4147c8a1baeb4a060546953bb43 | uce-655                                                                                             
320    | GTR+G      | 451        | 6ba82d7112ff28918d7d41f08f5955b5 | uce-658                                                                                             
321    | GTR+G      | 745        | 3e4afd923acdd10b28dd63cc7227fc56 | uce-660                                                                                             
322    | GTR+G      | 246        | b895b2e1afebf8fc7df3ddbc4eec9273 | uce-662                                                                                             
323    | GTR+G      | 849        | bd213dddf86059153a03b9b023ec157d | uce-667                                                                                             
324    | GTR+I+G    | 411        | a15a2e58c8effdd0649e8be72c6d9331 | uce-670                                                                                             
325    | GTR+G      | 520        | 9846ea667f6fc7492fd30bf3fa273164 | uce-672                                                                                             
326    | GTR+G      | 501        | ffba9cb0101ecc4317b43f0d64b0d910 | uce-674                                                                                             
327    | GTR+G      | 901        | b2173965ccc2574fa627abcbd4af0a75 | uce-675                                                                                             
328    | GTR+G      | 997        | fb84108d1b474482098c684d3bd15f17 | uce-676                                                                                             
329    | GTR        | 745        | 097df59c16183890ba77ec33fb982c53 | uce-678                                                                                             
330    | GTR+G      | 411        | c586a091347bf39747868b34af11e07d | uce-679                                                                                             
331    | GTR+G      | 1374       | fce863c9a51f3026d22d306f16f7c479 | uce-68                                                                                              
332    | GTR+G      | 309        | 14339d76a28706a1e59ac042b6872801 | uce-682                                                                                             
333    | GTR+G      | 147        | bead2f4b2086086135ecaf183ee90d8d | uce-683                                                                                             
334    | GTR+G      | 1029       | 5254174fe19d7664dcff10bb5840d968 | uce-69                                                                                              
335    | GTR+G      | 794        | d8af9396cf37722baea5c1e18b4f4da9 | uce-690                                                                                             
336    | GTR+G      | 709        | 30e1a64552423bedaffca57078cc1710 | uce-692                                                                                             
337    | GTR+G      | 766        | 73a415385fc4bf50e8123e6ca4a8671e | uce-696, uce-98                                                                                     
338    | GTR+G      | 1069       | 08445a9cb86f0e140357c00dc65da800 | uce-697                                                                                             
339    | GTR+I+G    | 932        | 76e5604737ac60d05e03bf7f8ed828c1 | uce-70                                                                                              
340    | GTR+G      | 589        | 9942112c8358967b41078e89b59d4243 | uce-702                                                                                             
341    | GTR        | 500        | 663f9060e9bc111333f3e4e688589e97 | uce-710                                                                                             
342    | GTR+G      | 602        | 57dacb1c409e511a126dd2568c03974f | uce-712                                                                                             
343    | GTR+G      | 1068       | bf5019a214c0b16449ae8ca22d8f2893 | uce-716                                                                                             
344    | GTR+G      | 511        | 2fa29780c678b84d1e71589aed54a05b | uce-717                                                                                             
345    | GTR+G      | 634        | 6ac45f04ce53aaa30920b439091dcffc | uce-719                                                                                             
346    | GTR+I+G    | 470        | 0cb19d2ec6d98d32f8f2a8b7d2618432 | uce-720                                                                                             
347    | GTR+G      | 250        | 77efa9319fb7fca858b547fc321ac95d | uce-724                                                                                             
348    | GTR        | 212        | 54a7d218f590e48bc1186e7a5ac9a830 | uce-726                                                                                             
349    | GTR+G      | 846        | 042c60c0a4d8b081dae97472a341202a | uce-727                                                                                             
350    | GTR+G      | 450        | 1101d93c71f1ab8c3be074e5ad785e4a | uce-731                                                                                             
351    | GTR+G      | 842        | 3759be9d36b46d24be7f57605fe07514 | uce-733                                                                                             
352    | GTR+G      | 663        | 64cbda8af29328e8eaa9d368872a1a45 | uce-735                                                                                             
353    | GTR        | 869        | 8d6d470411f5a39e5813e230625c393f | uce-736                                                                                             
354    | GTR+G      | 468        | 277d988e1402fae08ca402ba585460ca | uce-738                                                                                             
355    | GTR+G      | 864        | 3805fde645b7231f22f3d3522b72b459 | uce-74                                                                                              
356    | GTR+G      | 1265       | 7763c73678e7e6537ea8b9c2840b5228 | uce-741                                                                                             
357    | GTR+G      | 1124       | 257e5a8c08319c74ecbcdfc780803bd7 | uce-743                                                                                             
358    | GTR+G      | 999        | bc9da54d8b76aa01d93727da3daaa845 | uce-746, uce-991                                                                                    
359    | GTR+G      | 425        | 643d99b77b4977954149aaa200ca416a | uce-748                                                                                             
360    | GTR+G      | 910        | e7943da818fe42b9fba2883d5abb6dac | uce-749                                                                                             
361    | GTR+G      | 711        | 829d10d5a770debb395888fdbb2f0975 | uce-75                                                                                              
362    | GTR+G      | 326        | 10a9ac619666fe7c873ceea5336fa789 | uce-753                                                                                             
363    | GTR+G      | 437        | 11cc68ed292b90c329b683d951fbf297 | uce-754                                                                                             
364    | GTR        | 326        | 4aae073684b887c3790b72e600c7a1a5 | uce-755                                                                                             
365    | GTR+G      | 711        | c988c6e240fbc88ad88e252162083ffe | uce-759                                                                                             
366    | GTR+G      | 644        | f59b96d6b53d7923da5946a832fa0b64 | uce-760                                                                                             
367    | GTR        | 395        | 34be8d89b760f487bbab6594bf6ff7d1 | uce-761                                                                                             
368    | GTR+G      | 769        | 506338304e4226c1584a3562e8ad4f74 | uce-762, uce-934                                                                                    
369    | GTR        | 960        | ce04909f047f5377c0b4bf5d8e8912e2 | uce-765                                                                                             
370    | GTR+G      | 390        | dd83ccc007f993b88559d71bc4b123a2 | uce-766                                                                                             
371    | GTR+G      | 883        | 97c5cffc54b8f4fef0133e3b17cd0cd0 | uce-767, uce-842                                                                                    
372    | GTR+G      | 1240       | 05b6346ddcdac4d2ede4258c33a4026f | uce-770                                                                                             
373    | GTR+G      | 374        | 0020f364670904d480e4adf47fd28ed0 | uce-771                                                                                             
374    | GTR+G      | 790        | 85ea92e145b18f57f18cefa6dab803d6 | uce-776                                                                                             
375    | GTR+G      | 688        | 1d280d8af79b7c6d755f23964711e0f0 | uce-78                                                                                              
376    | GTR+G      | 1366       | 117dd3e9e161156bdd8c368128452bd4 | uce-830, uce-787                                                                                    
377    | GTR+G      | 368        | afb36392a247070ce6ce753fab5c7e86 | uce-788                                                                                             
378    | GTR+G      | 284        | 1161885f445ff1e47a1e852dc35b339a | uce-792                                                                                             
379    | GTR+G      | 617        | 8b7327caa7a00bd92a13e170247c5f7d | uce-793                                                                                             
380    | GTR+G      | 1676       | 8d1ebf871f43223f369f1535e0870a44 | uce-794                                                                                             
381    | GTR+G      | 577        | 7c98c759784b20b876791d96f2b50ea9 | uce-797                                                                                             
382    | GTR+G      | 504        | 1a5eee036f7a1679e2bfb54aa1cd6a15 | uce-798                                                                                             
383    | GTR+G      | 999        | 6d03f276036c221b4d3848c151d601c6 | uce-80                                                                                              
384    | GTR+I+G    | 629        | 74b7f52d8fd16257f5ffbf6fcab3e796 | uce-800                                                                                             
385    | GTR+G      | 921        | 0f16782feb2661d4eae678cab57e10a2 | uce-803                                                                                             
386    | GTR+G      | 595        | 0004e7189117e5a34d016d6c02d9a398 | uce-804                                                                                             
387    | GTR        | 535        | a3340d52e7d10f80938ad68d3539f4e9 | uce-805                                                                                             
388    | GTR+G      | 417        | 62e0f493965cbf8f7ce79e50d33a2540 | uce-807                                                                                             
389    | GTR+G      | 216        | a58791a612534b05ec3700277fd93aac | uce-812                                                                                             
390    | GTR+I+G    | 1285       | 896e4d804314879d7220cc166ecd2de1 | uce-816                                                                                             
391    | GTR+G      | 709        | 2d953362ea4fe5cb4239d379cfd2e3e8 | uce-818                                                                                             
392    | GTR+G      | 932        | 644c14395e4bc632d8bd439aaf9d7399 | uce-82, uce-837                                                                                     
393    | GTR+I+G    | 187        | b6efa55a89c347c538b0911b27ef7e51 | uce-821                                                                                             
394    | GTR+G      | 1140       | 7adc42ab057c3808f20cf313f8b70fbb | uce-823                                                                                             
395    | GTR+G      | 657        | 260a17ea03f95ab9c634769f50676016 | uce-824                                                                                             
396    | GTR+G      | 635        | 68bc4e0c93cacf827c0df8e6bf191667 | uce-829                                                                                             
397    | GTR+G      | 511        | 6be68379079f1f306aa5c38421bfa2a1 | uce-83                                                                                              
398    | GTR+G      | 650        | 44719b548dae283a59fc03ca295d2dc1 | uce-831                                                                                             
399    | GTR+G      | 1035       | b27df2d665def9187531be8126ed9670 | uce-834, uce-939                                                                                    
400    | GTR+I+G    | 263        | 21d6b32b4cebadaa3553a5a91f3d9fac | uce-835                                                                                             
401    | GTR+I+G    | 866        | 52cd08a2ba6f0d9b3cdd1eccf06c6726 | uce-845                                                                                             
402    | GTR+I+G    | 744        | 1ddc29a6869d1213f01a00739706bdb5 | uce-846                                                                                             
403    | GTR+G      | 656        | 7bf804c341931fb7ced97c93af85cd37 | uce-848                                                                                             
404    | GTR+G      | 594        | f281a09b4b55c1f10e5dca5dadb21dc6 | uce-849                                                                                             
405    | GTR+G      | 528        | 7bcd0aedaf3fef919bccb08fba186a84 | uce-853                                                                                             
406    | GTR+G      | 829        | fb242d8b55dab9c29a3763f3038423a9 | uce-855                                                                                             
407    | GTR        | 451        | 0a007d15103faca9ec4c551ce283d7ae | uce-856                                                                                             
408    | GTR+G      | 1063       | 85bbb4d9e4df224d576c46d833b6d295 | uce-857                                                                                             
409    | GTR+G      | 383        | 48196f7a6560e33e3a607d8f48b31609 | uce-858                                                                                             
410    | GTR+G      | 454        | 3eef350cc54a0bec26ebd4040f2c9404 | uce-859                                                                                             
411    | GTR+G      | 550        | d929afc4ab2465e8428e4c83125960d5 | uce-896, uce-860                                                                                    
412    | GTR+G      | 917        | 6bfb588128f83e133513f96b3266d97e | uce-861                                                                                             
413    | GTR+G      | 332        | 793690be8cae64f99f6d131c722d1e78 | uce-863                                                                                             
414    | GTR        | 521        | 3450713db592527c36eadbc81deb6d86 | uce-865                                                                                             
415    | GTR+G      | 1250       | 73c0ad85c8168d53fcafec71a5c6b29c | uce-867                                                                                             
416    | GTR+G      | 484        | b228139cfa4b00506793898e5d29ed9f | uce-87                                                                                              
417    | GTR+I+G    | 489        | 24e6fbd8e65db48fb4634ec16427fa84 | uce-870                                                                                             
418    | GTR+G      | 478        | 6549a6f926485656afd90bbc5da0b25a | uce-871                                                                                             
419    | GTR+G      | 591        | 17a7527fd67477d741d20c664fc85680 | uce-872                                                                                             
420    | GTR+G      | 1293       | 8eac5a845268deb2ac7ecd98d7c4c008 | uce-873                                                                                             
421    | GTR+G      | 369        | 97f6fc0502c8b4544bfba8879bf7ec6c | uce-874                                                                                             
422    | GTR+G      | 801        | 8c03c0b4a2de53e5949ff954352a694b | uce-875                                                                                             
423    | GTR+G      | 343        | d2347fce0557ee23ca0ae1e48cd0386b | uce-876                                                                                             
424    | GTR+G      | 1046       | d5e5471331b4a7a91e9b302669ef9d51 | uce-879                                                                                             
425    | GTR+G      | 530        | 4a7802fc7736be1184714f819bbb2c0d | uce-88                                                                                              
426    | GTR+G      | 369        | dbdfb3b1f1afafa2b4222bec0b9405aa | uce-880                                                                                             
427    | GTR+G      | 531        | 94cc5e2594c91786379f95b8541f0fe3 | uce-881                                                                                             
428    | GTR+G      | 402        | 4ffb08fc8ac934a42778954e0b68a0c2 | uce-883                                                                                             
429    | GTR+G      | 406        | 290e9aab1571db92190721475844659c | uce-885                                                                                             
430    | GTR        | 605        | d4f10557e2346f22705d29263b70ef6b | uce-889                                                                                             
431    | GTR+G      | 341        | a277b41b651e73ecae55492fdab931e1 | uce-891                                                                                             
432    | GTR+G      | 379        | 70be64012820e1805df0a3d4700a5a85 | uce-892                                                                                             
433    | GTR+G      | 423        | 1a595810ecf6fb127baf7e05a0288553 | uce-893                                                                                             
434    | GTR+G      | 218        | db84f8d488ff74605fb448d78273efb9 | uce-895                                                                                             
435    | GTR+G      | 1134       | fdaf193d5c3f1af6ce44fe954f1e1bd8 | uce-899, uce-980                                                                                    
436    | GTR+G      | 243        | 83770bc00f55ab0cc155cc5feada7887 | uce-9                                                                                               
437    | GTR+G      | 1055       | c3fdffd354a7e28186327b5dc27b287f | uce-901                                                                                             
438    | GTR+G      | 440        | a5c24deaa3aa630be4cec8cf4e0cfec4 | uce-902                                                                                             
439    | GTR+G      | 548        | 3695484b8c60e22f61f78ee09fff49f3 | uce-905                                                                                             
440    | GTR+I+G    | 729        | e8c08648cce7b5d6fda5f177a2f6c806 | uce-906                                                                                             
441    | GTR+G      | 1421       | 30cf666aa0439de8713294e427b012d0 | uce-907                                                                                             
442    | GTR+G      | 571        | 1dd2aea74ab6ff0115928ac9797cca2b | uce-908                                                                                             
443    | GTR+I+G    | 377        | 3ed9f1bc5ff45d34a1d3650960960b9f | uce-91                                                                                              
444    | GTR+G      | 584        | 3b7df1a2846efe41491442c4ffc2bfd0 | uce-913                                                                                             
445    | GTR        | 1008       | eb091920a44050bc1384eebda18f3e0f | uce-918                                                                                             
446    | GTR        | 742        | 8354d73373a0a548538c388cf1a1c52c | uce-935                                                                                             
447    | GTR+G      | 392        | ad77e846fbafdfdd8113d918500d0a87 | uce-938                                                                                             
448    | GTR+G      | 543        | 01a2788ee8331a1eeb3b9efd7a4ff8f4 | uce-94                                                                                              
449    | GTR+I+G    | 846        | 79899d288fe26f46844737bdb403e6f4 | uce-940                                                                                             
450    | GTR+G      | 261        | faec89cf8d3ad84535c21b8c15e00386 | uce-941                                                                                             
451    | GTR        | 582        | 0823e1a19cb7e1641cb0d49dec266aa2 | uce-942                                                                                             
452    | GTR        | 1474       | efd9e02f427fc0aab4e2311dc0508514 | uce-943                                                                                             
453    | GTR        | 1299       | 8713ecb7a9addfcbd4521b5de6150fe8 | uce-945                                                                                             
454    | GTR+G      | 887        | b8016d5a11b80913cb503367ba2c11a1 | uce-946                                                                                             
455    | GTR+G      | 189        | c89f549cf2837af17e64932cdb413f6a | uce-947                                                                                             
456    | GTR+G      | 669        | 0163a18ef5d984904a439caee72f0ffd | uce-948                                                                                             
457    | GTR        | 516        | 45cb70ae8d78ead62a40dff8f9417f70 | uce-954                                                                                             
458    | GTR+G      | 905        | a86a4004f5f2adf2e01c97bd372bb55b | uce-962                                                                                             
459    | GTR+G      | 669        | 3235cc8acad953d21c0107541f447b7a | uce-963                                                                                             
460    | GTR+G      | 423        | 27f9c1b4d74bc606643431b3ab20febe | uce-964                                                                                             
461    | GTR        | 292        | 29051ab34f887de6493b798f9e653606 | uce-97                                                                                              
462    | GTR+G      | 268        | c4b92a3f014eb1d649c3f68d82363116 | uce-974                                                                                             
463    | GTR+G      | 2158       | 911905f15e408b3255f319495d5010b2 | uce-975                                                                                             
464    | GTR        | 748        | b53b1b55cbb1d1f3f8047e2fb01bddc2 | uce-977                                                                                             
465    | GTR+G      | 1004       | 6869f2bcd4c1fe90e81ca8f86b9f7dc9 | uce-978                                                                                             
466    | GTR+G      | 994        | 897fb751cce77105fde881c4efcba3dd | uce-981                                                                                             
467    | GTR+G      | 1709       | d9adfdf7b65157e1bbe6b320fbd6aa78 | uce-983                                                                                             
468    | GTR+G      | 328        | 43809f87da057d0b86d6d3608dea8b59 | uce-984                                                                                             
469    | GTR+G      | 675        | 50e5dcc48ee6e8fb433e37a66747071b | uce-985                                                                                             
470    | GTR+G      | 765        | 84d16fa24385b75359f83dee7f14d375 | uce-993                                                                                             
471    | GTR+I+G    | 476        | b2e3893c2be0abd7709ecd213189be03 | uce-994                                                                                             
472    | GTR+G      | 658        | a55ecf8fe8b0614c340809c88d01da7e | uce-995                                                                                             


Scheme Description in PartitionFinder format
Scheme_step_79 = (uce-638, uce-654, uce-100) (uce-1000) (uce-1001) (uce-1004) (uce-1005) (uce-1008) (uce-90, uce-1009, uce-92) (uce-877, uce-1015) (uce-1018, uce-903, uce-888) (uce-102) (uce-1026) (uce-1027) (uce-1028) (uce-1029) (uce-1033) (uce-1034) (uce-1035) (uce-1037) (uce-1038) (uce-104) (uce-1040) (uce-1041) (uce-1046, uce-395) (uce-1047) (uce-1049) (uce-105, uce-768, uce-506) (uce-1054, uce-109, uce-14) (uce-1055) (uce-1056) (uce-106) (uce-11) (uce-111, uce-341) (uce-112, uce-969) (uce-113) (uce-114) (uce-115) (uce-116) (uce-118) (uce-119) (uce-779, uce-12) (uce-299, uce-126) (uce-127) (uce-128) (uce-503, uce-708, uce-130) (uce-135) (uce-136) (uce-137) (uce-141) (uce-142) (uce-143) (uce-144) (uce-146) (uce-329, uce-147, uce-277) (uce-149) (uce-15, uce-449) (uce-151) (uce-557, uce-152) (uce-153) (uce-155) (uce-641, uce-157) (uce-161) (uce-162) (uce-163) (uce-165) (uce-167) (uce-168) (uce-170) (uce-173) (uce-175) (uce-179) (uce-180, uce-247, uce-606) (uce-181) (uce-182) (uce-183) (uce-826, uce-186) (uce-189) (uce-19) (uce-61, uce-191) (uce-197) (uce-198) (uce-199, uce-436, uce-553) (uce-20) (uce-200) (uce-205) (uce-207) (uce-208) (uce-209) (uce-21) (uce-211) (uce-212) (uce-213) (uce-214) (uce-215, uce-252) (uce-217) (uce-218) (uce-22) (uce-220, uce-909) (uce-221) (uce-225) (uce-226) (uce-783, uce-415, uce-227, uce-31) (uce-228) (uce-229) (uce-23) (uce-234) (uce-235, uce-423) (uce-236, uce-904) (uce-237) (uce-238) (uce-239) (uce-241) (uce-242) (uce-245) (uce-894, uce-249) (uce-25) (uce-250) (uce-251) (uce-253) (uce-255) (uce-257) (uce-258) (uce-259) (uce-260) (uce-261) (uce-263) (uce-264) (uce-267) (uce-268) (uce-269) (uce-270) (uce-272) (uce-273) (uce-274) (uce-280) (uce-284) (uce-287) (uce-288, uce-399) (uce-289) (uce-29) (uce-368, uce-290) (uce-291, uce-636) (uce-294) (uce-295, uce-684) (uce-297) (uce-30) (uce-300) (uce-303) (uce-304) (uce-306) (uce-309) (uce-313) (uce-706, uce-314) (uce-317, uce-843, uce-750) (uce-32) (uce-320) (uce-322) (uce-323) (uce-324) (uce-551, uce-326) (uce-327) (uce-338) (uce-339) (uce-581, uce-340) (uce-342) (uce-343) (uce-345) (uce-347) (uce-35) (uce-350) (uce-458, uce-352) (uce-961, uce-354) (uce-357) (uce-358) (uce-359) (uce-360) (uce-361) (uce-364) (uce-365) (uce-37) (uce-371) (uce-372) (uce-375) (uce-376) (uce-378) (uce-38) (uce-383, uce-959) (uce-384) (uce-387) (uce-388) (uce-39) (uce-390, uce-474) (uce-393, uce-914) (uce-394) (uce-396) (uce-398) (uce-4) (uce-406) (uce-409) (uce-410) (uce-412, uce-691, uce-467) (uce-413) (uce-422) (uce-960, uce-426) (uce-428) (uce-434, uce-965, uce-769) (uce-435) (uce-688, uce-437, uce-919) (uce-438) (uce-440) (uce-441) (uce-442) (uce-444) (uce-446) (uce-45) (uce-450) (uce-452) (uce-457) (uce-459) (uce-464) (uce-468) (uce-47) (uce-471) (uce-476) (uce-967, uce-48) (uce-481) (uce-484) (uce-485) (uce-488) (uce-491) (uce-493) (uce-494) (uce-497) (uce-498) (uce-50) (uce-501) (uce-505) (uce-507) (uce-508) (uce-509) (uce-51) (uce-510) (uce-511) (uce-512) (uce-513) (uce-514, uce-976) (uce-595, uce-516) (uce-833, uce-822, uce-517) (uce-519) (uce-52) (uce-522) (uce-523) (uce-524) (uce-526) (uce-527) (uce-528) (uce-531) (uce-532) (uce-539) (uce-542) (uce-544) (uce-811, uce-545) (uce-547) (uce-548) (uce-549) (uce-555) (uce-558, uce-973) (uce-56, uce-73) (uce-562) (uce-563) (uce-564) (uce-565) (uce-566) (uce-567) (uce-572) (uce-573, uce-784) (uce-574) (uce-576) (uce-58) (uce-582) (uce-583) (uce-585) (uce-590) (uce-591) (uce-593) (uce-596) (uce-597) (uce-598) (uce-599) (uce-60) (uce-600) (uce-601) (uce-603) (uce-607) (uce-609, uce-817) (uce-610) (uce-611) (uce-613) (uce-614) (uce-617) (uce-62) (uce-620) (uce-621) (uce-623) (uce-624) (uce-625) (uce-630) (uce-633) (uce-635) (uce-637, uce-687) (uce-639, uce-931) (uce-64) (uce-645) (uce-648) (uce-649) (uce-65) (uce-651) (uce-652) (uce-653) (uce-655) (uce-658) (uce-660) (uce-662) (uce-667) (uce-670) (uce-672) (uce-674) (uce-675) (uce-676) (uce-678) (uce-679) (uce-68) (uce-682) (uce-683) (uce-69) (uce-690) (uce-692) (uce-696, uce-98) (uce-697) (uce-70) (uce-702) (uce-710) (uce-712) (uce-716) (uce-717) (uce-719) (uce-720) (uce-724) (uce-726) (uce-727) (uce-731) (uce-733) (uce-735) (uce-736) (uce-738) (uce-74) (uce-741) (uce-743) (uce-746, uce-991) (uce-748) (uce-749) (uce-75) (uce-753) (uce-754) (uce-755) (uce-759) (uce-760) (uce-761) (uce-762, uce-934) (uce-765) (uce-766) (uce-767, uce-842) (uce-770) (uce-771) (uce-776) (uce-78) (uce-830, uce-787) (uce-788) (uce-792) (uce-793) (uce-794) (uce-797) (uce-798) (uce-80) (uce-800) (uce-803) (uce-804) (uce-805) (uce-807) (uce-812) (uce-816) (uce-818) (uce-82, uce-837) (uce-821) (uce-823) (uce-824) (uce-829) (uce-83) (uce-831) (uce-834, uce-939) (uce-835) (uce-845) (uce-846) (uce-848) (uce-849) (uce-853) (uce-855) (uce-856) (uce-857) (uce-858) (uce-859) (uce-896, uce-860) (uce-861) (uce-863) (uce-865) (uce-867) (uce-87) (uce-870) (uce-871) (uce-872) (uce-873) (uce-874) (uce-875) (uce-876) (uce-879) (uce-88) (uce-880) (uce-881) (uce-883) (uce-885) (uce-889) (uce-891) (uce-892) (uce-893) (uce-895) (uce-899, uce-980) (uce-9) (uce-901) (uce-902) (uce-905) (uce-906) (uce-907) (uce-908) (uce-91) (uce-913) (uce-918) (uce-935) (uce-938) (uce-94) (uce-940) (uce-941) (uce-942) (uce-943) (uce-945) (uce-946) (uce-947) (uce-948) (uce-954) (uce-962) (uce-963) (uce-964) (uce-97) (uce-974) (uce-975) (uce-977) (uce-978) (uce-981) (uce-983) (uce-984) (uce-985) (uce-993) (uce-994) (uce-995);

Nexus formatted character sets
begin sets;
	charset Subset1 = 211813-212308 217930-218594 1-529;
	charset Subset2 = 530-1433;
	charset Subset3 = 1434-2275;
	charset Subset4 = 2276-2736;
	charset Subset5 = 2737-3439;
	charset Subset6 = 3440-3912;
	charset Subset7 = 306917-307404 3913-4528 316322-316479;
	charset Subset8 = 299242-299734 4529-5310;
	charset Subset9 = 5311-5940 308900-309192 303019-303550;
	charset Subset10 = 5941-6300;
	charset Subset11 = 6301-6884;
	charset Subset12 = 6885-7578;
	charset Subset13 = 7579-8246;
	charset Subset14 = 8247-8834;
	charset Subset15 = 8835-9190;
	charset Subset16 = 9191-9884;
	charset Subset17 = 9885-10304;
	charset Subset18 = 10305-10859;
	charset Subset19 = 10860-10992;
	charset Subset20 = 10993-11645;
	charset Subset21 = 11646-12465;
	charset Subset22 = 12466-13125;
	charset Subset23 = 13126-13357 128037-128528;
	charset Subset24 = 13358-13729;
	charset Subset25 = 13730-14550;
	charset Subset26 = 14551-14765 257464-258008 160431-160931;
	charset Subset27 = 14766-15276 16858-17371 28312-28943;
	charset Subset28 = 15277-15970;
	charset Subset29 = 15971-16139;
	charset Subset30 = 16140-16857;
	charset Subset31 = 17372-17916;
	charset Subset32 = 17917-19489 107282-107733;
	charset Subset33 = 19490-21320 331635-332242;
	charset Subset34 = 21321-21652;
	charset Subset35 = 21653-21983;
	charset Subset36 = 21984-22642;
	charset Subset37 = 22643-23193;
	charset Subset38 = 23194-23557;
	charset Subset39 = 23558-24191;
	charset Subset40 = 260976-261269 24192-24363;
	charset Subset41 = 95454-95784 24364-25133;
	charset Subset42 = 25134-25594;
	charset Subset43 = 25595-25903;
	charset Subset44 = 159412-160069 236913-237441 25904-26473;
	charset Subset45 = 26474-26943;
	charset Subset46 = 26944-27407;
	charset Subset47 = 27408-28311;
	charset Subset48 = 28944-29682;
	charset Subset49 = 29683-30487;
	charset Subset50 = 30488-31154;
	charset Subset51 = 31155-31796;
	charset Subset52 = 31797-32231;
	charset Subset53 = 104959-105699 32232-32800 86063-86654;
	charset Subset54 = 32801-33369;
	charset Subset55 = 33370-33780 143687-144241;
	charset Subset56 = 33781-34267;
